order,SpecimenID,Site,X,Y,Spit,Raw.material,Key
4307,18128,BCJ area F7,17,12,2,silcrete,NA
4308,18129,BCJ area F7,17.5,12.5,2,silcrete,NA
4309,18130,BCJ area F7,17.8,12.7,2,quartz,Flake local quartz
4310,18131,BCJ area F7,17.3,12.65,4,silcrete,NA
4311,18132,BCJ area F7,17.9,12.35,4,silcrete,NA
4312,18133,BCJ area F7,17.35,12.2,4,silcrete,NA
4313,18134,BCJ area F7,17.95,12.095,4,silcrete,NA
4314,18135,BCJ area F7,17.1,12.85,4,silcrete,NA
4315,18136,BCJ area F7,17.7,12.05,4,silcrete,NA
4316,18137,BCJ area F7,17.05,12.4,4,silcrete,NA
4317,18138,BCJ area F7,17.6,12.8,4,silcrete,NA
4318,18139,BCJ area F7,18,12.15,4,silcrete,NA
4319,18140,BCJ area F7,17.6,12.35,4,silcrete,NA
4320,18141,BCJ area F7,17.25,12.05,4,silcrete,NA
4321,18142,BCJ area F7,17.25,13,4,quartz,NA
4322,18143,BCJ area F7,17.85,12.55,4,quartz,NA
4323,18144,BCJ area F7,17.7,12.2,4,quartz,Core local quartz
4324,18145,BCJ area F7,18,12.45,4,quartz,NA
4325,18146,BCJ area F7,17.45,12.95,4,quartz,Flake local quartz
4326,18147,BCJ area F7,17.25,12.8,4,quartz,Flake local quartz
4327,18148,BCJ area F7,17.5,12.6,4,quartz,NA
4328,18149,BCJ area F7,17.85,12.95,4,quartz,Flake local quartz
4329,18150,BCJ area F7,18,12.8,4,quartz,NA
4330,18151,BCJ area F7,17,12.75,4,quartz,Flake local quartz
4331,18152,BCJ area F7,17.65,12.6,4,quartz,NA
4332,18153,BCJ area F7,17.55,12.1,4,quartz,NA
4333,18154,BCJ area F7,17.3,12.3,4,quartz,Flake local quartz
4334,18155,BCJ area F7,17.45,12.75,4,quartz,NA
4335,18156,BCJ area F7,17.1,12.05,4,quartz,Flake local quartz
4336,18157,BCJ area F7,17.95,12.05,4,quartz,NA
4337,18158,BCJ area F7,17.8,12.45,4,quartz,NA
4338,18159,BCJ area F7,17.1,12.1,4,quartz,NA
4339,18160,BCJ area F7,17.6,12.6,4,quartz,NA
4340,18161,BCJ area F7,17.9,12.8,4,quartz,NA
4341,18162,BCJ area F7,17.4,12.75,6,silcrete,NA
4342,18163,BCJ area F7,18,12.45,6,silcrete,NA
4343,18164,BCJ area F7,17.45,12.3,6,silcrete,NA
4344,18165,BCJ area F7,18,12.195,6,quartz,NA
4345,18166,BCJ area F7,17.2,12.95,6,quartz,NA
4346,18167,BCJ area F7,17.8,12.15,6,quartz,NA
4347,18168,BCJ area F7,17.15,12.5,6,quartz,NA
4348,18169,BCJ area F7,17.7,12.9,6,quartz,NA
4349,18170,BCJ area F7,17.15,12.25,8,silcrete,NA
4350,18171,BCJ area F7,17.7,12.45,8,silcrete,NA
4351,18172,BCJ area F7,17.35,12.15,8,quartz,NA
4352,18173,BCJ area F7,17.35,12.18,8,quartz,NA
4353,18174,BCJ area F7,17.95,12.65,8,quartz,NA
4354,18175,BCJ area F7,17.8,12.3,8,quartz,Flake local quartz
4355,18176,BCJ area F7,17.1,12.55,8,quartz,Flake local quartz
4356,18177,BCJ area F7,17.55,12.95,8,quartz,NA
4357,18178,BCJ area F7,17.35,12.9,8,quartz,NA
4358,18179,BCJ area F7,17.6,12.7,10,quartz,NA
4359,18180,BCJ area F7,18,15,2,quartz,NA
4360,18181,BCJ area F7,18.5,15.5,2,quartz,NA
4361,18182,BCJ area F7,18.8,15.7,4,quartz,NA
4362,18183,BCJ area F7,18.3,15.65,4,quartz,NA
4363,18184,BCJ area F7,18.9,15.35,4,quartz,NA
4364,18185,BCJ area F7,18.35,15.2,4,quartz,Flake local quartz
4365,18186,BCJ area F7,18.95,15.095,4,silcrete,NA
4366,18187,BCJ area F7,18.1,15.85,4,silcrete,Flake local F13
4367,18188,BCJ area F7,18.7,15.05,4,NA,NA
4368,18189,BCJ area F7,18.05,15.4,6,silcrete,NA
4369,18190,BCJ area F7,18.6,15.8,6,silcrete,NA
4370,18191,BCJ area F7,19,15.15,6,quartz,NA
4371,18192,BCJ area F7,18.6,15.35,6,quartz,NA
4372,18193,BCJ area F7,18.25,15.05,6,quartz,Flake local quartz
4373,18194,BCJ area F7,18.25,16,6,quartz,Flake local quartz
4374,18195,BCJ area F7,18.85,15.55,6,quartz,NA
4375,18196,BCJ area F7,18.7,15.2,6,quartz,Flake local quartz
4376,18197,BCJ area F7,19,15.45,6,quartz,NA
4377,18198,BCJ area F7,18.45,15.95,8,quartz,NA
4378,18199,BCJ area F7,18.25,15.8,8,quartz,Flake local quartz
4379,18200,BCJ area F7,18.5,15.6,8,quartz,NA
4380,18201,BCJ area F7,18.85,15.95,8,quartz,NA
4381,18202,BCJ area F7,19,15.8,8,quartz,NA
4382,18203,BCJ area F7,18,15.75,8,quartz,Flake local quartz
4383,18204,BCJ area F7,18.65,15.6,10,quartz,NA
4384,18205,BCJ area F7,18.55,15.1,10,quartz,Flake local quartz
4385,18206,BCJ area F7,18.3,15.3,10,quartz,Flake local quartz
4386,18207,BCJ area F7,18.45,15.75,10,quartz,NA
4387,18208,BCJ area F7,18.1,15.05,12,NA,NA
4388,18209,BCJ area F7,18.95,15.05,12,quartz,NA
4201,18210,BCJ area F7,18.9,13.35,6,silcrete,NA
4204,18211,BCJ area F7,18.6,13.55,6,silcrete,NA
4389,18212,BCJ area F7,20,13,2,silcrete,NA
4390,18213,BCJ area F7,20.5,13.5,2,silcrete,Flake local F13
4391,18214,BCJ area F7,20.8,13.7,2,silcrete,NA
4392,18215,BCJ area F7,20.3,13.65,2,quartz,NA
4393,18216,BCJ area F7,20.9,13.35,4,quartz,Flake local quartz
4394,18217,BCJ area F7,20.35,13.2,4,quartz,NA
4395,18218,BCJ area F7,20.95,13.095,4,quartz,NA
4396,18219,BCJ area F7,20.1,13.85,4,quartz,NA
4397,18220,BCJ area F7,20.7,13.05,4,quartz,NA
4398,18221,BCJ area F7,20.05,13.4,4,quartz,Flake local quartz
4399,18222,BCJ area F7,20.6,13.8,4,quartz,NA
4400,18223,BCJ area F7,21,13.15,4,silcrete,Flake local F13
4401,18224,BCJ area F7,20.6,13.35,4,silcrete,Flake local F13
4402,18225,BCJ area F7,20.25,13.05,4,silcrete,NA
4403,18226,BCJ area F7,20.25,14,4,silcrete,NA
4404,18227,BCJ area F7,20.85,13.55,4,silcrete,NA
4405,18228,BCJ area F7,20.7,13.2,4,silcrete,NA
4406,18229,BCJ area F7,21,13.45,4,silcrete,Flake local F13
4407,18230,BCJ area F7,20.45,13.95,4,silcrete,Flake local F13
4408,18231,BCJ area F7,20.25,13.8,4,silcrete,Flake local F13
4409,18232,BCJ area F7,20.5,13.6,6,silcrete,Flake local F13
4410,18233,BCJ area F7,20.85,13.95,6,silcrete,Flake local F13
4411,18234,BCJ area F7,21,13.8,6,silcrete,Flake local F13
4412,18235,BCJ area F7,20,13.75,6,silcrete,Flake local F13
4413,18236,BCJ area F7,20.65,13.6,6,silcrete,Flake local F13
4414,18237,BCJ area F7,20.55,13.1,6,silcrete,Flake local F13
4415,18238,BCJ area F7,20.3,13.3,6,silcrete,Flake local F13
4416,18239,BCJ area F7,20.45,13.75,6,silcrete,Flake local F13
4417,18240,BCJ area F7,20.1,13.05,6,silcrete,NA
4418,18241,BCJ area F7,20.95,13.05,6,quartz,NA
4419,18242,BCJ area F7,20.8,13.45,6,quartz,Flake local quartz
4420,18243,BCJ area F7,20.1,13.1,6,quartz,Flake local quartz
4421,18244,BCJ area F7,20.6,13.6,8,silcrete,Flake local F13
4422,18245,BCJ area F7,20.9,13.8,8,NA,NA
4423,18246,BCJ area F7,20.4,13.75,8,silcrete,Flake local F13
4424,18247,BCJ area F7,21,13.45,8,silcrete,Flake local F13
4425,18248,BCJ area F7,20.45,13.3,8,silcrete,Flake local F13
4426,18249,BCJ area F7,21,13.195,8,silcrete,NA
4427,18250,BCJ area F7,20.2,13.95,8,quartz,NA
4428,18251,BCJ area F7,20.8,13.15,8,quartz,NA
4429,18252,BCJ area F7,20.15,13.5,8,quartz,Flake local quartz
4430,18253,BCJ area F7,20.7,13.9,8,quartz,NA
4431,18254,BCJ area F7,20.15,13.25,8,quartz,NA
4432,18255,BCJ area F7,20.7,13.45,8,quartz,NA
4433,18256,BCJ area F7,20.35,13.15,8,quartz,NA
4434,18257,BCJ area F7,20.35,13.18,10,quartz,NA
4435,18258,BCJ area F7,18,14,4,silcrete,NA
4436,18259,BCJ area F7,18.5,14.5,4,silcrete,NA
4437,18260,BCJ area F7,18.8,14.7,4,silcrete,NA
4438,18261,BCJ area F7,18.3,14.65,4,silcrete,NA
4439,18262,BCJ area F7,18.9,14.35,4,silcrete,NA
4440,18263,BCJ area F7,18.35,14.2,4,silcrete,NA
4441,18264,BCJ area F7,18.95,14.095,4,silcrete,NA
4442,18265,BCJ area F7,18.1,14.85,4,quartz,NA
4443,18266,BCJ area F7,18.7,14.05,4,quartz,NA
4444,18267,BCJ area F7,18.05,14.4,6,silcrete,NA
4445,18268,BCJ area F7,18.6,14.8,6,silcrete,NA
4446,18269,BCJ area F7,19,14.15,6,silcrete,NA
4447,18270,BCJ area F7,18.6,14.35,6,silcrete,NA
4448,18271,BCJ area F7,18.25,14.05,6,silcrete,Flake local F13
4449,18272,BCJ area F7,18.25,15,6,silcrete,NA
4450,18273,BCJ area F7,18.85,14.55,6,silcrete,NA
4451,18274,BCJ area F7,18.7,14.2,6,silcrete,NA
4452,18275,BCJ area F7,19,14.45,6,silcrete,NA
4453,18276,BCJ area F7,18.45,14.95,6,silcrete,NA
4454,18277,BCJ area F7,18.25,14.8,6,silcrete,NA
4455,18278,BCJ area F7,18.5,14.6,6,silcrete,NA
4456,18279,BCJ area F7,18.85,14.95,6,silcrete,NA
4457,18280,BCJ area F7,19,14.8,6,silcrete,NA
4458,18281,BCJ area F7,18,14.75,6,silcrete,NA
4459,18282,BCJ area F7,18.65,14.6,6,NA,NA
4460,18283,BCJ area F7,18.55,14.1,6,silcrete,NA
4461,18284,BCJ area F7,18.3,14.3,6,silcrete,NA
4462,18285,BCJ area F7,18.45,14.75,6,silcrete,NA
4463,18286,BCJ area F7,18.1,14.05,6,quartz,Flake local quartz
4464,18287,BCJ area F7,18.95,14.05,6,quartz,NA
4465,18288,BCJ area F7,18.8,14.45,6,quartz,NA
4466,18289,BCJ area F7,18.1,14.1,6,quartz,Flake local quartz
4467,18290,BCJ area F7,18.6,14.6,6,quartz,Flake local quartz
4468,18291,BCJ area F7,18.9,14.8,6,quartz,NA
4469,18292,BCJ area F7,18.4,14.75,6,quartz,NA
4470,18293,BCJ area F7,19,14.45,8,silcrete,NA
4471,18294,BCJ area F7,18.45,14.3,8,NA,NA
4472,18295,BCJ area F7,19,14.195,8,silcrete,Flake local F13
4473,18296,BCJ area F7,18.2,14.95,8,silcrete,NA
4474,18297,BCJ area F7,18.8,14.15,8,silcrete,NA
4475,18298,BCJ area F7,18.15,14.5,8,quartz,NA
4476,18299,BCJ area F7,18.7,14.9,8,quartz,NA
4477,18300,BCJ area F7,18.15,14.25,8,quartz,Flake local quartz
4478,18301,BCJ area F7,18.7,14.45,8,quartz,NA
4479,18302,BCJ area F7,18.35,14.15,10,quartz,NA
4480,18303,BCJ area F7,18.35,14.18,10,quartz,Flake local quartz
4481,18304,BCJ area F7,18.95,14.65,10,quartz,NA
4482,18305,BCJ area F7,18.8,14.3,10,quartz,Flake local quartz
4483,18306,BCJ area F7,18.1,14.55,10,quartz,Flake local quartz
4484,18307,BCJ area F7,18.55,14.95,10,quartz,Flake local quartz
4485,18308,BCJ area F7,21,13,2,quartz,Flake local quartz
4486,18309,BCJ area F7,21.5,13.5,2,quartz,Flake local quartz
4487,18310,BCJ area F7,21.8,13.7,2,quartz,NA
4488,18311,BCJ area F7,21.3,13.65,2,quartz,Flake local quartz
4489,18312,BCJ area F7,21.09,13.35,4,silcrete,Backed artefact imported
4490,18313,BCJ area F7,21.35,13.2,4,silcrete,NA
4491,18314,BCJ area F7,21.95,13.095,4,silcrete,NA
4492,18315,BCJ area F7,21.1,13.85,6,silcrete,Flake local F13
4493,18316,BCJ area F7,21.7,13.05,6,silcrete,Flake local F13
4494,18317,BCJ area F7,21.05,13.4,6,silcrete,Flake local F13
4495,18318,BCJ area F7,21.6,13.8,6,silcrete,Flake local F13
4496,18319,BCJ area F7,22,13.15,6,silcrete,Flake local F13
4497,18320,BCJ area F7,21.6,13.35,6,silcrete,Flake local F13
4498,18321,BCJ area F7,21.25,13.05,6,silcrete,Backed artefact local F13
4499,18322,BCJ area F7,21.25,14,6,silcrete,Flake local F13
4500,18323,BCJ area F7,21.85,13.55,6,quartz,NA
4501,18324,BCJ area F7,21.7,13.2,6,quartz,NA
4502,18325,BCJ area F7,22,13.45,8,quartz,NA
4503,18326,BCJ area F7,21.45,13.95,8,quartz,Flake local quartz
4504,18327,BCJ area F7,21.25,13.8,8,quartz,Flake local quartz
4505,18328,BCJ area F7,21.5,13.6,8,quartz,Flake local quartz
4506,18329,BCJ area F7,21.85,13.95,8,quartz,NA
4507,18330,BCJ area F7,22,13.8,8,quartz,NA
4508,18331,BCJ area F7,17,14,2,silcrete,NA
4509,18332,BCJ area F7,17.5,14.5,2,quartz,Flake local quartz
4510,18333,BCJ area F7,17.8,14.7,2,quartz,Flake local quartz
4511,18334,BCJ area F7,17.3,14.65,2,quartz,NA
4512,18335,BCJ area F7,17.9,14.35,2,quartz,NA
4513,18336,BCJ area F7,17.35,14.2,2,quartz,NA
4514,18337,BCJ area F7,17.95,14.095,4,silcrete,NA
4515,18338,BCJ area F7,17.1,14.85,4,silcrete,NA
4516,18339,BCJ area F7,17.7,14.05,4,silcrete,NA
4517,18340,BCJ area F7,17.05,14.4,4,silcrete,NA
4518,18341,BCJ area F7,17.6,14.8,4,silcrete,Flake local F13
4519,18342,BCJ area F7,18,14.15,4,silcrete,Flake local F13
4520,18343,BCJ area F7,17.6,14.35,4,silcrete,NA
4521,18344,BCJ area F7,17.25,14.05,4,quartz,Flake local quartz
4522,18345,BCJ area F7,17.25,15,4,quartz,Flake local quartz
4523,18346,BCJ area F7,17.85,14.55,4,quartz,NA
4524,18347,BCJ area F7,17.7,14.2,6,quartz,Flake local quartz
4525,18348,BCJ area F7,18,14.45,6,quartz,Flake local quartz
4526,18349,BCJ area F7,17.45,14.95,6,quartz,Flake local quartz
4527,18350,BCJ area F7,19,13,2,silcrete,NA
4528,18351,BCJ area F7,19.5,13.5,2,quartz,NA
4529,18352,BCJ area F7,19.8,13.7,2,quartz,Flake local quartz
4530,18353,BCJ area F7,19.3,13.65,2,quartz,Flake local quartz
4531,18354,BCJ area F7,19.9,13.35,2,quartz,NA
4532,18355,BCJ area F7,19.35,13.2,2,quartz,NA
4533,18356,BCJ area F7,19.95,13.095,4,silcrete,Flake local F13
4534,18357,BCJ area F7,19.1,13.85,4,silcrete,NA
4535,18358,BCJ area F7,19.7,13.05,4,quartz,Flake local quartz
4536,18359,BCJ area F7,19.05,13.4,4,quartz,NA
4537,18360,BCJ area F7,19.6,13.8,4,quartz,NA
4538,18361,BCJ area F7,20,13.15,4,quartz,Flake local quartz
4539,18362,BCJ area F7,19.6,13.35,6,silcrete,NA
4540,18363,BCJ area F7,19.25,13.05,6,silcrete,NA
4541,18364,BCJ area F7,19.25,14,6,silcrete,NA
4542,18365,BCJ area F7,19.85,13.55,6,silcrete,NA
4543,18366,BCJ area F7,19.7,13.2,6,silcrete,NA
4544,18367,BCJ area F7,20,13.45,6,silcrete,Flake local F13
4545,18368,BCJ area F7,19.45,13.95,6,silcrete,Backed artefact local F13
4546,18369,BCJ area F7,19.25,13.8,6,silcrete,Flake local F13
4547,18370,BCJ area F7,19.5,13.6,6,silcrete,Flake local F13
4548,18371,BCJ area F7,19.85,13.95,6,silcrete,NA
4549,18372,BCJ area F7,20,13.8,6,quartz,NA
4550,18373,BCJ area F7,19,13.75,6,quartz,NA
4551,18374,BCJ area F7,19.65,13.6,6,quartz,NA
4552,18375,BCJ area F7,19.55,13.1,6,quartz,NA
4553,18376,BCJ area F7,19.3,13.3,6,quartz,Flake local quartz
4554,18377,BCJ area F7,19.45,13.75,6,quartz,NA
4555,18378,BCJ area F7,19.1,13.05,8,silcrete,Flake local F13
4556,18379,BCJ area F7,19.95,13.05,8,quartz,NA
4557,18380,BCJ area F7,19.8,13.45,8,quartz,NA
4558,18381,BCJ area F7,19.1,13.1,8,quartz,NA
4559,18382,BCJ area F7,19.6,13.6,8,quartz,Flake local quartz
4560,18383,BCJ area F7,19.9,13.8,8,quartz,NA
4561,18384,BCJ area F7,19.4,13.75,8,quartz,NA
4562,18385,BCJ area F7,20,13.45,8,quartz,NA
4563,18386,BCJ area F7,19.45,13.3,8,quartz,NA
4564,18387,BCJ area F7,20,13.195,8,quartz,NA
4565,18388,BCJ area F7,19.2,13.95,10,quartz,NA
4566,18389,BCJ area F7,16,14,4,silcrete,NA
4567,18390,BCJ area F7,16.5,14.5,4,silcrete,NA
4568,18391,BCJ area F7,16.8,14.7,4,silcrete,NA
4569,18392,BCJ area F7,16.3,14.65,4,silcrete,NA
4570,18393,BCJ area F7,16.9,14.35,4,quartz,Flake local quartz
4571,18394,BCJ area F7,16.35,14.2,4,silcrete,NA
4572,18395,BCJ area F7,16.95,14.095,4,quartz,Flake local quartz
4573,18396,BCJ area F7,16.1,14.85,4,quartz,NA
4574,18397,BCJ area F7,16.7,14.05,4,quartz,Flake local quartz
4575,18398,BCJ area F7,16.05,14.4,4,quartz,NA
4576,18399,BCJ area F7,16.6,14.8,6,silcrete,NA
4577,18400,BCJ area F7,17,14.15,6,silcrete,NA
4578,18401,BCJ area F7,16.6,14.35,6,quartz,Flake local quartz
4579,18402,BCJ area F7,16.25,14.05,6,quartz,Flake local quartz
4580,18403,BCJ area F7,16.25,15,6,quartz,NA
4581,18404,BCJ area F7,16.85,14.55,8,quartz,Flake local quartz
4582,18405,BCJ area F7,16.7,14.2,8,quartz,Flake local quartz
4583,18406,BCJ area F7,17,14.45,8,quartz,NA
4584,18407,BCJ area F7,16,13,4,silcrete,NA
4585,18408,BCJ area F7,16.5,13.5,4,silcrete,NA
4586,18409,BCJ area F7,16.8,13.7,4,silcrete,NA
4587,18410,BCJ area F7,16.3,13.65,4,quartz,NA
4588,18411,BCJ area F7,16.9,13.35,4,quartz,Flake local quartz
4589,18412,BCJ area F7,16.35,13.2,4,quartz,NA
4590,18413,BCJ area F7,16.95,13.095,4,quartz,NA
4591,18414,BCJ area F7,16.1,13.85,4,quartz,Flake local quartz
4592,18415,BCJ area F7,16.7,13.05,4,quartz,NA
4593,18416,BCJ area F7,16.05,13.4,4,quartz,NA
4594,18417,BCJ area F7,16.6,13.8,4,quartz,Flake local quartz
4595,18418,BCJ area F7,17,13.15,4,quartz,Flake local quartz
4596,18419,BCJ area F7,16.6,13.35,4,quartz,Flake local quartz
4597,18420,BCJ area F7,16.25,13.05,4,quartz,Flake local quartz
4598,18421,BCJ area F7,16.25,14,4,quartz,NA
4599,18422,BCJ area F7,16.85,13.55,4,quartz,Flake local quartz
4600,18423,BCJ area F7,16.7,13.2,4,quartz,NA
4601,18424,BCJ area F7,17,13.45,4,quartz,NA
4602,18425,BCJ area F7,16.45,13.95,6,silcrete,Flake local F13
4603,18426,BCJ area F7,16.25,13.8,6,silcrete,NA
4604,18427,BCJ area F7,16.5,13.6,6,silcrete,NA
4605,18428,BCJ area F7,16.85,13.95,6,quartz,Flake local quartz
4606,18429,BCJ area F7,17,13.8,6,quartz,NA
4607,18430,BCJ area F7,16,13.75,6,quartz,Flake local quartz
4608,18431,BCJ area F7,16.65,13.6,6,quartz,NA
4609,18432,BCJ area F7,16.55,13.1,6,quartz,Flake local quartz
4610,18433,BCJ area F7,16.3,13.3,6,quartz,NA
4611,18434,BCJ area F7,16.45,13.75,6,quartz,NA
4612,18435,BCJ area F7,16.1,13.05,8,quartz,NA
4613,18436,BCJ area F7,16.95,13.05,8,quartz,NA
4614,18437,BCJ area F7,16,12,2,quartz,NA
4615,18438,BCJ area F7,16.5,12.5,4,silcrete,NA
4616,18439,BCJ area F7,16.8,12.7,4,silcrete,NA
4617,18440,BCJ area F7,16.3,12.65,4,silcrete,NA
4618,18441,BCJ area F7,16.9,12.35,4,silcrete,NA
4619,18442,BCJ area F7,16.35,12.2,4,silcrete,NA
4620,18443,BCJ area F7,16.95,12.095,4,quartz,Core local quartz
4621,18444,BCJ area F7,16.1,12.85,4,quartz,Flake local quartz
4622,18445,BCJ area F7,16.7,12.05,4,quartz,Flake local quartz
4623,18446,BCJ area F7,16.05,12.4,4,quartz,Flake local quartz
4624,18447,BCJ area F7,16.6,12.8,4,quartz,Flake local quartz
4625,18448,BCJ area F7,17,12.15,4,quartz,Flake local quartz
4626,18449,BCJ area F7,16.6,12.35,4,quartz,NA
4627,18450,BCJ area F7,16.25,12.05,4,quartz,Flake local quartz
4628,18451,BCJ area F7,16.25,13,4,quartz,Flake local quartz
4629,18452,BCJ area F7,16.85,12.55,4,quartz,NA
4630,18453,BCJ area F7,16.7,12.2,4,quartz,NA
4631,18454,BCJ area F7,17,12.45,4,quartz,NA
4632,18455,BCJ area F7,16.45,12.95,4,quartz,Flake local quartz
4633,18456,BCJ area F7,16.25,12.8,4,quartz,Flake local quartz
4634,18457,BCJ area F7,16.5,12.6,4,quartz,NA
4635,18458,BCJ area F7,16.85,12.95,4,quartz,NA
4636,18459,BCJ area F7,17,12.8,4,quartz,Flake local quartz
4637,18460,BCJ area F7,16,12.75,4,quartz,NA
4638,18461,BCJ area F7,16.65,12.6,6,silcrete,NA
4639,18462,BCJ area F7,16.55,12.1,6,silcrete,NA
4640,18463,BCJ area F7,16.3,12.3,6,quartz,NA
4641,18464,BCJ area F7,16.45,12.75,6,quartz,Flake local quartz
4642,18465,BCJ area F7,16.1,12.05,6,quartz,Flake local quartz
4643,18466,BCJ area F7,16.95,12.05,6,quartz,Flake local quartz
4644,18467,BCJ area F7,16.8,12.45,6,quartz,NA
4645,18468,BCJ area F7,16.1,12.1,6,quartz,NA
4646,18469,BCJ area F7,16.6,12.6,6,quartz,NA
4647,18470,BCJ area F7,16.9,12.8,6,quartz,NA
4648,18471,BCJ area F7,16.4,12.75,6,quartz,Flake local quartz
4649,18472,BCJ area F7,17,12.45,6,quartz,Flake local quartz
4650,18473,BCJ area F7,16.45,12.3,6,quartz,NA
4651,18474,BCJ area F7,17,12.195,6,quartz,NA
4652,18475,BCJ area F7,16.2,12.95,6,quartz,NA
4653,18476,BCJ area F7,16.8,12.15,6,quartz,NA
4654,18477,BCJ area F7,16.15,12.5,8,quartz,Flake local quartz
4655,18478,BCJ area F7,16.7,12.9,8,quartz,NA
4656,18479,BCJ area F7,16.15,12.25,8,quartz,NA
4657,18480,BCJ area F7,16.7,12.45,8,quartz,Flake local quartz
4658,18481,BCJ area F7,16.35,12.15,8,quartz,NA
4659,18482,BCJ area F7,16.35,12.18,8,quartz,NA
4660,18483,BCJ area F7,15,12,4,quartz,NA
4661,18484,BCJ area F7,15.5,12.5,4,quartz,NA
4662,18485,BCJ area F7,15.8,12.7,4,quartz,NA
4663,18486,BCJ area F7,15.3,12.65,4,quartz,NA
4664,18487,BCJ area F7,15.9,12.35,4,quartz,NA
4665,18488,BCJ area F7,15.35,12.2,4,quartz,NA
4666,18489,BCJ area F7,15.95,12.095,4,quartz,NA
4667,18490,BCJ area F7,15.1,12.85,4,quartz,NA
4668,18491,BCJ area F7,15.7,12.05,4,quartz,NA
4669,18492,BCJ area F7,15.05,12.4,4,quartz,NA
4670,18493,BCJ area F7,15.6,12.8,4,quartz,NA
4671,18494,BCJ area F7,16,12.15,4,quartz,NA
4672,18495,BCJ area F7,15.6,12.35,4,quartz,NA
4673,18496,BCJ area F7,15.25,12.05,4,quartz,NA
4674,18497,BCJ area F7,15.25,13,4,quartz,NA
4675,18498,BCJ area F7,15.85,12.55,4,quartz,NA
4676,18499,BCJ area F7,15.7,12.2,6,silcrete,NA
4677,18500,BCJ area F7,16,12.45,6,silcrete,NA
4678,18501,BCJ area F7,15.45,12.95,6,quartz,NA
4679,18502,BCJ area F7,15.25,12.8,6,quartz,NA
4680,18503,BCJ area F7,15.5,12.6,8,quartz,NA
4681,18504,BCJ area F7,15.85,12.95,8,quartz,NA
4682,18505,BCJ area F7,16,12.8,8,quartz,NA
4683,18506,BCJ area F7,15,12.75,8,quartz,NA
4684,18507,BCJ area F7,15.65,12.6,8,quartz,NA
4685,18508,BCJ area F7,15.55,12.1,8,quartz,NA
4686,18509,BCJ area F7,15.3,12.3,8,quartz,NA
4687,18510,BCJ area F7,15.45,12.75,8,quartz,NA
4688,18511,BCJ area F7,15.1,12.05,8,quartz,NA
4689,18512,BCJ area F7,15.95,12.05,8,quartz,NA
4690,18513,BCJ area F7,15.8,12.45,8,quartz,NA
4691,18514,BCJ area F7,17,11,4,silcrete,NA
4692,18515,BCJ area F7,17.5,11.5,4,silcrete,NA
4693,18516,BCJ area F7,17.8,11.7,4,silcrete,NA
4694,18517,BCJ area F7,17.3,11.65,4,silcrete,Flake local F13
4695,18518,BCJ area F7,17.9,11.35,4,quartz,Flake local quartz
4696,18519,BCJ area F7,17.35,11.2,4,quartz,Flake local quartz
4697,18520,BCJ area F7,17.95,11.095,4,quartz,Flake local quartz
4698,18521,BCJ area F7,17.1,11.85,4,quartz,NA
4699,18522,BCJ area F7,17.7,11.05,4,quartz,NA
4700,18523,BCJ area F7,17.05,11.4,6,silcrete,NA
4701,18524,BCJ area F7,17.6,11.8,6,quartz,NA
4702,18525,BCJ area F7,18,11.15,6,quartz,NA
4703,18526,BCJ area F7,17.6,11.35,6,quartz,Flake local quartz
4704,18527,BCJ area F7,17.25,11.05,6,quartz,Flake local quartz
4705,18528,BCJ area F7,17.25,12,8,silcrete,NA
4706,18529,BCJ area F7,17.85,11.55,8,quartz,Flake local quartz
4707,18530,BCJ area F7,17.7,11.2,8,quartz,NA
4708,18531,BCJ area F7,14,13,4,silcrete,NA
4709,18532,BCJ area F7,14.5,13.5,4,silcrete,NA
4710,18533,BCJ area F7,14.8,13.7,4,silcrete,NA
4711,18534,BCJ area F7,14.3,13.65,4,quartz,NA
4712,18535,BCJ area F7,14.9,13.35,4,quartz,NA
4713,18536,BCJ area F7,14.35,13.2,4,quartz,NA
4714,18537,BCJ area F7,14.95,13.095,4,quartz,NA
4715,18538,BCJ area F7,14.1,13.85,4,quartz,NA
4716,18539,BCJ area F7,14.7,13.05,4,quartz,NA
4717,18540,BCJ area F7,14.05,13.4,4,quartz,NA
4718,18541,BCJ area F7,14.6,13.8,4,quartz,NA
4719,18542,BCJ area F7,14.2,13.15,4,quartz,NA
4720,18543,BCJ area F7,14.6,13.35,4,quartz,NA
4721,18544,BCJ area F7,14.25,13.05,4,quartz,NA
4722,18545,BCJ area F7,14.25,14,4,quartz,NA
4723,18546,BCJ area F7,14.85,13.55,4,quartz,NA
4724,18547,BCJ area F7,14.7,13.2,4,quartz,NA
4725,18548,BCJ area F7,14.3,13.45,6,quartz,NA
4726,18549,BCJ area F7,14.45,13.95,6,quartz,NA
4727,18550,BCJ area F7,14.25,13.8,6,quartz,NA
4728,18551,BCJ area F7,14.5,13.6,6,quartz,NA
4729,18552,BCJ area F7,14.85,13.95,6,quartz,NA
4730,18553,BCJ area F7,14.4,13.8,8,quartz,NA
4731,18554,BCJ area F7,14,13.75,8,quartz,NA
4732,18555,BCJ area F7,15,14,4,silcrete,NA
4733,18556,BCJ area F7,15.5,14.5,4,silcrete,NA
4734,18557,BCJ area F7,15.8,14.7,4,quartz,NA
4735,18558,BCJ area F7,15.3,14.65,4,quartz,NA
4736,18559,BCJ area F7,15.9,14.35,4,quartz,NA
